"seqname","source","feature","start","end","score","strand","frame","gene_id","transcript_id","class_code","exon_number","gene_name","nearest_ref","oId","tss_id"
"chr5","Cufflinks","exon",73284123,73284181,".","-",".","XLOC_050632","TCONS_00131480","=",5,"1700025M24Rik","ENSMUST00000188758.6","ENSMUST00000191524.2","TSS83584"
"chr10","Cufflinks","exon",83139150,83139639,".","-",".","XLOC_007875","TCONS_00021264","=",1,"1700025N21Rik","ENSMUST00000160997.1","ENSMUST00000160997.1","TSS13051"
"chr6","Cufflinks","exon",39065792,39065866,".","-",".","XLOC_054458","TCONS_00142199","=",3,"1700025N23Rik","ENSMUST00000186189.1","CUFF.44090.1","TSS90139"
"chr4","Cufflinks","exon",22938127,22938435,".","-",".","XLOC_045858","TCONS_00117517","=",2,"1700025O08Rik","ENSMUST00000123729.1","ENSMUST00000123729.1","TSS74885"
"chr2","Cufflinks","exon",132497369,132497491,".","+",".","XLOC_035622","TCONS_00088852","=",2,"1700026D11Rik","ENSMUST00000151417.7","ENSMUST00000146398.1","TSS57297"
"chr8","Cufflinks","exon",71010314,71010508,".","-",".","XLOC_064351","TCONS_00169754","=",2,"1700026F02Rik","ENSMUST00000188626.1","ENSMUST00000188626.1","TSS106938"
"chr16","Cufflinks","exon",49238728,49239072,".","-",".","XLOC_026261","TCONS_00065738","=",7,"1700026J12Rik","ENSMUST00000131357.7","ENSMUST00000131357.7","TSS42242"
"chr6","Cufflinks","exon",48536582,48536736,".","-",".","XLOC_054579","TCONS_00142517","=",1,"1700026J14Rik","ENSMUST00000180937.1","ENSMUST00000180937.1","TSS90337"
"chr15","Cufflinks","exon",78913532,78913660,".","-",".","XLOC_023985","TCONS_00059863","=",2,"1700027A07Rik","ENSMUST00000150472.1","ENSMUST00000150472.1","TSS38497"
"chr1","Cufflinks","exon",72986289,72987653,".","+",".","XLOC_000984","TCONS_00002613","o",2,"1700027A15Rik","ENSMUST00000188793.1","CUFF.839.1","TSS1543"
"chr5","Cufflinks","exon",64454813,64455285,".","-",".","XLOC_050510","TCONS_00131050","=",1,"1700027F09Rik","ENSMUST00000189767.2","ENSMUST00000189767.2","TSS83323"
"chr3","Cufflinks","exon",45419444,45419597,".","-",".","XLOC_041580","TCONS_00106071","=",2,"1700027H10Rik","ENSMUST00000186818.2","ENSMUST00000186818.2","TSS67678"
"chr9","Cufflinks","exon",36692866,36693189,".","-",".","XLOC_067452","TCONS_00177679","=",4,"1700027I24Rik","ENSMUST00000183612.1","ENSMUST00000183612.1","TSS112011"
"chr5","Cufflinks","exon",112206806,112206971,".","+",".","XLOC_049119","TCONS_00126936","=",1,"1700028D13Rik","ENSMUST00000186834.6","ENSMUST00000187272.1","TSS80705"
"chr5","Cufflinks","exon",151388462,151388538,".","+",".","XLOC_049844","TCONS_00129179","=",3,"1700028E10Rik","ENSMUST00000181555.3","ENSMUST00000181114.5","TSS82178"
"chr10","Cufflinks","exon",82819031,82819123,".","+",".","XLOC_006313","TCONS_00017174","=",2,"1700028I16Rik","ENSMUST00000178540.7","ENSMUST00000178540.7","TSS10505"
"chr3","Cufflinks","exon",83555363,83555442,".","-",".","XLOC_042014","TCONS_00107060","=",1,"1700028M03Rik","ENSMUST00000185938.1","ENSMUST00000185938.1","TSS68347"
"chr2","Cufflinks","exon",171958189,171958443,".","-",".","XLOC_038922","TCONS_00098450","=",1,"1700028P15Rik","ENSMUST00000139894.7","ENSMUST00000125465.1","TSS63248"
"chr7","Cufflinks","exon",131148401,131148523,".","+",".","XLOC_058592","TCONS_00153526","=",2,"1700029B22Rik","ENSMUST00000190866.6","ENSMUST00000185969.1","TSS97126"
"chr3","Cufflinks","exon",10241812,10242308,".","+",".","XLOC_039211","TCONS_00099249","=",1,"1700029B24Rik","ENSMUST00000194040.2","ENSMUST00000194040.2","TSS63680"
"chr5","Cufflinks","exon",58453039,58453153,".","+",".","XLOC_048415","TCONS_00125019","=",1,"1700029E06Rik","ENSMUST00000189036.1","ENSMUST00000189036.1","TSS79588"
"chr16","Cufflinks","exon",93458693,93458872,".","-",".","XLOC_026556","TCONS_00066652","=",3,"1700029J03Rik","ENSMUST00000189879.6","ENSMUST00000185803.1","TSS42775"
"chr1","Cufflinks","exon",164961162,164961402,".","+",".","XLOC_002291","TCONS_00005817","=",2,"1700029M03Rik","ENSMUST00000187300.1","ENSMUST00000187517.1","TSS3608"
"chr4","Cufflinks","exon",135627756,135627985,".","+",".","XLOC_045265","TCONS_00115727","=",2,"1700029M20Rik","ENSMUST00000153347.1","ENSMUST00000148529.1","TSS73806"
"chr13","Cufflinks","exon",44455212,44455291,".","+",".","XLOC_016138","TCONS_00042079","=",2,"1700029N11Rik","ENSMUST00000190628.6","ENSMUST00000190628.6","TSS26751"
"chr17","Cufflinks","exon",28906004,28906771,".","+",".","XLOC_027177","TCONS_00068221","=",3,"1700030A11Rik","ENSMUST00000125317.1","ENSMUST00000125317.1","TSS43788"
"chr12","Cufflinks","exon",20804381,20805681,".","-",".","XLOC_014433","TCONS_00038292","=",1,"1700030C10Rik","ENSMUST00000189625.1","ENSMUST00000189625.1","TSS24223"
"chr11","Cufflinks","exon",23497757,23497911,".","+",".","XLOC_008750","TCONS_00023411","=",1,"1700030C12Rik","ENSMUST00000125126.1","ENSMUST00000144783.1","TSS14462"
"chr2","Cufflinks","exon",152654083,152654330,".","-",".","XLOC_038626","TCONS_00097462","=",2,"1700030C14Rik","ENSMUST00000139912.1","ENSMUST00000139912.1","TSS62664"
"chr6","Cufflinks","exon",117702622,117702723,".","-",".","XLOC_055640","TCONS_00144989","=",3,"1700030F04Rik","ENSMUST00000188781.6","ENSMUST00000188781.6","TSS91957"
"chr12","Cufflinks","exon",83122214,83123155,".","+",".","XLOC_013532","TCONS_00036394","=",1,"1700030I03Rik","ENSMUST00000192978.1","ENSMUST00000192978.1","TSS22952"
"chr3","Cufflinks","exon",136435270,136435560,".","-",".","XLOC_042926","TCONS_00109650","=",1,"1700030L20Rik","ENSMUST00000189233.1","ENSMUST00000189233.1","TSS69990"
"chr19","Cufflinks","exon",3153208,3153401,".","-",".","XLOC_032585","TCONS_00081135","=",1,"1700030N03Rik","ENSMUST00000190575.6","ENSMUST00000190982.6","TSS52254"
"chr5","Cufflinks","exon",134090486,134091451,".","-",".","XLOC_051474","TCONS_00134004","=",1,"1700030N18Rik","ENSMUST00000202497.1","ENSMUST00000202497.1","TSS85168"
"chr10","Cufflinks","exon",116729077,116729177,".","-",".","XLOC_008194","TCONS_00022093","=",3,"1700030O20Rik","ENSMUST00000185546.1","ENSMUST00000185546.1","TSS13588"
"chr17","Cufflinks","exon",36932943,36933432,".","+",".","XLOC_027380","TCONS_00068908","=",3,"1700031A10Rik","ENSMUST00000174380.1","ENSMUST00000174380.1","TSS44246"
"chr6","Cufflinks","exon",88225651,88225678,".","-",".","XLOC_055111","TCONS_00143793","=",2,"1700031F10Rik","ENSMUST00000151901.1","ENSMUST00000151901.1","TSS91150"
"chr5","Cufflinks","exon",82123292,82123345,".","-",".","XLOC_050731","TCONS_00131687","=",2,"1700031L13Rik","ENSMUST00000188072.1","ENSMUST00000185607.1","TSS83726"
"chr12","Cufflinks","exon",52602180,52602318,".","-",".","XLOC_014640","TCONS_00038849","=",3,"1700031P21Rik","ENSMUST00000187526.6","ENSMUST00000191400.1","TSS24576"
"chr18","Cufflinks","exon",75781998,75782303,".","+",".","XLOC_030528","TCONS_00076469","=",2,"1700034B16Rik","ENSMUST00000180957.1","ENSMUST00000180957.1","TSS49188"
"chr5","Cufflinks","exon",112583018,112583446,".","-",".","XLOC_051096","TCONS_00132828","=",1,"1700034G24Rik","ENSMUST00000183186.7","ENSMUST00000182949.1","TSS84397"
"chr1","Cufflinks","exon",191886130,191886172,".","-",".","XLOC_005073","TCONS_00014042","j",1,"1700034H15Rik","ENSMUST00000190327.1","CUFF.7628.1","TSS8537"
"chr12","Cufflinks","exon",11221461,11222210,".","-",".","XLOC_014272","TCONS_00038033","=",1,"1700034J04Rik","ENSMUST00000192736.1","ENSMUST00000192736.1","TSS24021"
"chr9","Cufflinks","exon",92990668,92990733,".","-",".","XLOC_068160","TCONS_00179811","=",3,"1700034K08Rik","ENSMUST00000185830.6","ENSMUST00000185830.6","TSS113309"
"chr1","Cufflinks","exon",9752449,9752564,".","+",".","XLOC_000239","TCONS_00000469","=",3,"1700034P13Rik","ENSMUST00000181358.7","ENSMUST00000209020.1","TSS307"
"chr9","Cufflinks","exon",60768848,60770276,".","+",".","XLOC_065929","TCONS_00173633","=",4,"1700036A12Rik","ENSMUST00000190053.1","ENSMUST00000190053.1","TSS109418"
"chr3","Cufflinks","exon",85331863,85332030,".","+",".","XLOC_039994","TCONS_00101594","=",3,"1700036G14Rik","ENSMUST00000189046.1","ENSMUST00000189046.1","TSS65014"
"chrX","Cufflinks","exon",67459164,67459203,".","+",".","XLOC_069250","TCONS_00182708","=",2,"1700036O09Rik","ENSMUST00000136834.1","ENSMUST00000136834.1","TSS115152"
"chr4","Cufflinks","exon",137116709,137117582,".","-",".","XLOC_047149","TCONS_00121522","=",1,"1700037C06Rik","ENSMUST00000132824.1","ENSMUST00000132824.1","TSS77326"
"chr1","Cufflinks","exon",132203254,132203803,".","-",".","XLOC_004254","TCONS_00011348","=",2,"1700037F24Rik","ENSMUST00000181254.1","ENSMUST00000181254.1","TSS6958"
"chr19","Cufflinks","exon",44828493,44828692,".","-",".","XLOC_033263","TCONS_00082986","=",1,"1700039E22Rik","ENSMUST00000174082.1","ENSMUST00000174082.1","TSS53403"
"chr14","Cufflinks","exon",57665448,57668647,".","+",".","XLOC_019851","TCONS_00050518","o",2,"1700039M10Rik","ENSMUST00000180397.1","CUFF.18559.1","TSS32158"
"chr9","Cufflinks","exon",107241220,107241247,".","+",".","XLOC_066699","TCONS_00175467","=",1,"1700039M15Rik","ENSMUST00000195377.1","ENSMUST00000195377.1","TSS110638"
"chr3","Cufflinks","exon",94412694,94412919,".","-",".","XLOC_042218","TCONS_00107677","=",2,"1700040D17Rik","ENSMUST00000181305.2","ENSMUST00000181305.2","TSS68747"
"chr15","Cufflinks","exon",55438829,55439020,".","-",".","XLOC_023599","TCONS_00058998","=",2,"1700040F17Rik","ENSMUST00000187158.1","ENSMUST00000187158.1","TSS37891"
"chr1","Cufflinks","exon",152936604,152937041,".","+",".","XLOC_002139","TCONS_00005300","=",1,"1700040K01Rik","ENSMUST00000195145.1","ENSMUST00000195145.1","TSS3320"
"chr6","Cufflinks","exon",71543192,71543555,".","-",".","XLOC_054869","TCONS_00143074","=",1,"1700040L08Rik","ENSMUST00000205011.1","ENSMUST00000205011.1","TSS90733"
"chr9","Cufflinks","exon",57186040,57186108,".","+",".","XLOC_065877","TCONS_00173513","=",6,"1700041C23Rik","ENSMUST00000185243.1","ENSMUST00000185243.1","TSS109319"
"chr8","Cufflinks","exon",22807836,22809537,".","+",".","XLOC_062082","TCONS_00163816","=",2,"1700041G16Rik","ENSMUST00000186344.1","ENSMUST00000186344.1","TSS103344"
"chr4","Cufflinks","exon",125228597,125228840,".","+",".","XLOC_045064","TCONS_00115038","=",1,"1700041M05Rik","ENSMUST00000130055.1","ENSMUST00000130055.1","TSS73390"
"chr16","Cufflinks","exon",76847728,76847845,".","-",".","XLOC_026416","TCONS_00066229","=",3,"1700041M19Rik","ENSMUST00000208105.1","ENSMUST00000207519.1","TSS42524"
"chr9","Cufflinks","exon",49055348,49055465,".","-",".","XLOC_067643","TCONS_00178244","=",2,"1700042D02Rik","ENSMUST00000198232.1","ENSMUST00000198232.1","TSS112355"
"chr4","Cufflinks","exon",57364034,57364273,".","-",".","XLOC_046240","TCONS_00118611","=",2,"1700042G15Rik","ENSMUST00000137606.1","ENSMUST00000137606.1","TSS75560"
"chr11","Cufflinks","exon",11884640,11885321,".","+",".","XLOC_008567","TCONS_00023082","=",4,"1700042O10Rik","ENSMUST00000151032.1","ENSMUST00000151032.1","TSS14219"
"chr14","Cufflinks","exon",118394601,118394676,".","+",".","XLOC_020418","TCONS_00051737","=",5,"1700044C05Rik","ENSMUST00000186060.1","ENSMUST00000186060.1","TSS33002"
"chr18","Cufflinks","exon",49524133,49524440,".","+",".","XLOC_030139","TCONS_00075644","=",2,"1700044K03Rik","ENSMUST00000190201.1","ENSMUST00000190201.1","TSS48641"
"chr4","Cufflinks","exon",150849787,150849909,".","-",".","XLOC_047441","TCONS_00122339","=",2,"1700045H11Rik","ENSMUST00000128056.1","ENSMUST00000128056.1","TSS77827"
"chr4","Cufflinks","exon",42170845,42171337,".","+",".","XLOC_043824","TCONS_00111961","=",1,"1700045I11Rik","ENSMUST00000194752.1","ENSMUST00000194752.1","TSS71385"
"chr11","Cufflinks","exon",14560355,14560599,".","-",".","XLOC_010510","TCONS_00028731","=",1,"1700046C09Rik","ENSMUST00000139973.1","ENSMUST00000139973.1","TSS17878"
"chr8","Cufflinks","exon",26087012,26087032,".","+",".","XLOC_062140","TCONS_00164012","=",2,"1700047A11Rik","ENSMUST00000153552.8","ENSMUST00000144750.2","TSS103459"
"chr4","Cufflinks","exon",107707057,107707276,".","+",".","XLOC_044750","TCONS_00113991","=",1,"1700047F07Rik","ENSMUST00000143064.7","ENSMUST00000147654.1","TSS72785"
"chr15","Cufflinks","exon",11967100,11967196,".","+",".","XLOC_021972","TCONS_00055278","=",2,"1700047G03Rik","ENSMUST00000191278.6","ENSMUST00000188888.6","TSS35412"
"chr11","Cufflinks","exon",58323720,58324439,".","+",".","XLOC_009235","TCONS_00024621","=",2,"1700047K16Rik","ENSMUST00000145068.1","ENSMUST00000145068.1","TSS15208"
"chr5","Cufflinks","exon",108767002,108767135,".","+",".","XLOC_049019","TCONS_00126698","=",2,"1700047L14Rik","ENSMUST00000189659.1","ENSMUST00000189659.1","TSS80552"
"chr1","Cufflinks","exon",182302969,182303287,".","+",".","XLOC_002630","TCONS_00006759","=",2,"1700047M11Rik","ENSMUST00000189594.1","ENSMUST00000185216.2","TSS4175"
"chr1","Cufflinks","exon",10057025,10057944,".","-",".","XLOC_002990","TCONS_00007573","=",1,"1700047N06Rik","ENSMUST00000194474.1","ENSMUST00000194474.1","TSS4688"
"chr5","Cufflinks","exon",125928770,125929086,".","+",".","XLOC_049406","TCONS_00127868","=",1,"1700048F04Rik","ENSMUST00000199057.1","ENSMUST00000199057.1","TSS81329"
"chr16","Cufflinks","exon",92308716,92309079,".","-",".","XLOC_026529","TCONS_00066595","=",1,"1700048M11Rik","ENSMUST00000132861.2","ENSMUST00000132861.2","TSS42732"
"chr6","Cufflinks","exon",147701970,147702374,".","+",".","XLOC_054082","TCONS_00140984","=",4,"1700049E15Rik","ENSMUST00000152737.1","ENSMUST00000152737.1","TSS89483"
"chr6","Cufflinks","exon",100529619,100529697,".","+",".","XLOC_053322","TCONS_00139029","=",2,"1700049E22Rik","ENSMUST00000187986.1","ENSMUST00000187986.1","TSS88260"
"chr17","Cufflinks","exon",26554254,26554466,".","-",".","XLOC_028385","TCONS_00071624","=",1,"1700049J03Rik","ENSMUST00000011196.6","ENSMUST00000011196.6","TSS45863"
"chr11","Cufflinks","exon",72266421,72267525,".","+",".","XLOC_009473","TCONS_00025387","=",1,"1700051A21Rik","ENSMUST00000147937.1","ENSMUST00000147937.1","TSS15711"
"chr6","Cufflinks","exon",134245671,134246366,".","-",".","XLOC_055935","TCONS_00145752","=",1,"1700051K13Rik","ENSMUST00000204426.1","ENSMUST00000204426.1","TSS92403"
"chr8","Cufflinks","exon",85432686,85433323,".","+",".","XLOC_062895","TCONS_00166258","=",1,"1700051O22Rik","ENSMUST00000195451.1","ENSMUST00000195451.1","TSS104704"
"chr12","Cufflinks","exon",80924228,80924449,".","-",".","XLOC_014895","TCONS_00039485","=",2,"1700052I22Rik","ENSMUST00000190431.1","ENSMUST00000190431.1","TSS24999"
"chr11","Cufflinks","exon",105177726,105181433,".","-",".","XLOC_012022","TCONS_00032947","=",1,"1700052K11Rik","ENSMUST00000190120.1","CUFF.8587.1","TSS20650"
"chr19","Cufflinks","exon",53076252,53076445,".","+",".","XLOC_032324","TCONS_00080717","=",1,"1700054A03Rik","ENSMUST00000189904.6","ENSMUST00000187368.1","TSS51933"
"chr1","Cufflinks","exon",92572374,92572749,".","-",".","XLOC_003940","TCONS_00010508","=",1,"1700054K02Rik","ENSMUST00000181755.1","ENSMUST00000181755.1","TSS6398"
"chr6","Cufflinks","exon",112210708,112210764,".","+",".","XLOC_053445","TCONS_00139303","=",1,"1700054K19Rik","ENSMUST00000186102.1","ENSMUST00000186102.1","TSS88454"
"chr2","Cufflinks","exon",118307827,118308166,".","+",".","XLOC_035368","TCONS_00087946","=",3,"1700054M17Rik","ENSMUST00000125654.1","ENSMUST00000125654.1","TSS56770"
"chr14","Cufflinks","exon",25706406,25707273,".","-",".","XLOC_020801","TCONS_00052547","=",1,"1700054O19Rik","ENSMUST00000193604.1","ENSMUST00000193604.1","TSS33551"
"chr9","Cufflinks","exon",64038880,64038919,".","-",".","XLOC_067785","TCONS_00178703","=",2,"1700055C04Rik","ENSMUST00000176450.1","ENSMUST00000176450.1","TSS112654"
"chr4","Cufflinks","exon",45011687,45015406,".","+",".","XLOC_043891","TCONS_00112165","=",1,"1700055D18Rik","ENSMUST00000186030.1","ENSMUST00000186030.1","TSS71530"
"chr16","Cufflinks","exon",17047520,17047693,".","+",".","XLOC_024826","TCONS_00061784","=",1,"1700056N10Rik","ENSMUST00000141875.1","ENSMUST00000141875.1","TSS39813"
"chr4","Cufflinks","exon",124449902,124450455,".","-",".","XLOC_046930","TCONS_00120729","=",1,"1700057H15Rik","ENSMUST00000148832.7","ENSMUST00000143859.7","TSS76842"
"chr2","Cufflinks","exon",51421050,51421241,".","-",".","XLOC_037302","TCONS_00093718","=",1,"1700057H21Rik","ENSMUST00000152467.1","ENSMUST00000154530.1","TSS60347"
"chr7","Cufflinks","exon",19259474,19259739,".","+",".","XLOC_056594","TCONS_00147611","=",2,"1700058P15Rik","ENSMUST00000159981.1","ENSMUST00000159981.1","TSS93518"
"chr6","Cufflinks","exon",143615475,143615709,".","-",".","XLOC_056053","TCONS_00146133","=",3,"1700060C16Rik","ENSMUST00000150559.1","ENSMUST00000150559.1","TSS92630"
"chr2","Cufflinks","exon",158194111,158194268,".","+",".","XLOC_036172","TCONS_00090192","=",2,"1700060C20Rik","ENSMUST00000109506.2","ENSMUST00000109506.2","TSS58129"
"chr4","Cufflinks","exon",53562983,53563856,".","-",".","XLOC_046203","TCONS_00118477","=",1,"1700060J05Rik","ENSMUST00000138377.1","ENSMUST00000138377.1","TSS75489"
"chr12","Cufflinks","exon",54079312,54079392,".","-",".","XLOC_014647","TCONS_00038857","=",2,"1700060O08Rik","ENSMUST00000185390.1","ENSMUST00000185390.1","TSS24583"
"chr9","Cufflinks","exon",110987093,110987804,".","+",".","XLOC_066802","TCONS_00176066","=",2,"1700061E17Rik","ENSMUST00000185439.1","ENSMUST00000185439.1","TSS110990"
"chr13","Cufflinks","exon",41800783,41801043,".","+",".","XLOC_016073","TCONS_00041946","=",1,"1700061E18Rik","ENSMUST00000154159.1","ENSMUST00000154159.1","TSS26665"
"chr2","Cufflinks","exon",9190299,9190407,".","+",".","XLOC_033586","TCONS_00083736","=",2,"1700061F12Rik","ENSMUST00000132414.1","ENSMUST00000132414.1","TSS53901"
"chr18","Cufflinks","exon",69946938,69947384,".","-",".","XLOC_031250","TCONS_00078168","=",1,"1700061H18Rik","ENSMUST00000139488.1","ENSMUST00000147221.1","TSS50307"
"chr3","Cufflinks","exon",117068972,117069059,".","-",".","XLOC_042704","TCONS_00108979","=",7,"1700061I17Rik","ENSMUST00000029642.7","ENSMUST00000029642.7","TSS69590"
"chr11","Cufflinks","exon",23152140,23152237,".","+",".","XLOC_008734","TCONS_00023374","=",1,"1700061J23Rik","ENSMUST00000141678.1","ENSMUST00000141678.1","TSS14437"
"chr1","Cufflinks","exon",95990659,95990903,".","-",".","XLOC_003974","TCONS_00010629","=",1,"1700063A18Rik","ENSMUST00000190901.1","ENSMUST00000190901.1","TSS6468"
"chr9","Cufflinks","exon",41206137,41206329,".","+",".","XLOC_065651","TCONS_00172857","=",1,"1700063D05Rik","ENSMUST00000185590.6","ENSMUST00000185590.6","TSS108928"
"chr6","Cufflinks","exon",122392024,122392687,".","+",".","XLOC_053648","TCONS_00139990","=",2,"1700063H04Rik","ENSMUST00000043553.3","ENSMUST00000043553.3","TSS88844"
"chr9","Cufflinks","exon",82263182,82263485,".","+",".","XLOC_066292","TCONS_00174469","=",2,"1700063H06Rik","ENSMUST00000183678.1","ENSMUST00000183678.1","TSS109990"
"chr1","Cufflinks","exon",168675272,168675882,".","-",".","XLOC_004765","TCONS_00012888","=",1,"1700063I16Rik","ENSMUST00000194611.1","ENSMUST00000194611.1","TSS7898"
"chr5","Cufflinks","exon",91766242,91766552,".","-",".","XLOC_050829","TCONS_00131929","=",1,"1700063O14Rik","ENSMUST00000187067.1","ENSMUST00000187067.1","TSS83884"
"chr10","Cufflinks","exon",119092905,119092933,".","+",".","XLOC_006773","TCONS_00018247","=",1,"1700064J06Rik","ENSMUST00000187551.1","ENSMUST00000187551.1","TSS11162"
"chr12","Cufflinks","exon",99627606,99627974,".","-",".","XLOC_015015","TCONS_00039857","=",2,"1700064M15Rik","ENSMUST00000185726.1","ENSMUST00000185726.1","TSS25242"
"chr9","Cufflinks","exon",95855420,95858322,".","-",".","XLOC_068183","TCONS_00179873","=",1,"1700065D16Rik","ENSMUST00000189279.1","ENSMUST00000190890.1","TSS113345"
"chr6","Cufflinks","exon",35334851,35335025,".","+",".","XLOC_052211","TCONS_00136182","=",2,"1700065J11Rik","ENSMUST00000201560.1","ENSMUST00000201560.1","TSS86533"
"chr1","Cufflinks","exon",192842452,192842740,".","+",".","XLOC_002849","TCONS_00007229","=",2,"1700065J18Rik","ENSMUST00000190576.2","ENSMUST00000188648.1","TSS4469"
"chr6","Cufflinks","exon",73436986,73437208,".","-",".","XLOC_054922","TCONS_00143258","=",1,"1700065L07Rik","ENSMUST00000204961.1","ENSMUST00000204961.1","TSS90844"
"chr18","Cufflinks","exon",49808332,49808419,".","-",".","XLOC_031108","TCONS_00077887","=",4,"1700065O20Rik","ENSMUST00000186872.1","ENSMUST00000186872.1","TSS50103"
"chr1","Cufflinks","exon",39847309,39847334,".","-",".","XLOC_003281","TCONS_00008522","=",3,"1700066B17Rik","ENSMUST00000187091.6","ENSMUST00000186683.1","TSS5232"
